date,pompe,point,temperature,H,V,A,defaut_detecte
2025-01-13,1,moteur_DE,55.7,1.98,2.15,2.93,0
2025-01-13,1,moteur_NDE,51.5,1.98,1.94,2.21,0
2025-01-13,1,pompe,49.3,2.63,2.83,2.85,0
2025-01-13,2,moteur_DE,53.9,1.49,2.41,2.18,0
2025-01-13,2,moteur_NDE,53.6,2.16,1.69,2.25,0
2025-01-13,2,pompe,48.2,2.73,2.93,2.8,0
2025-01-13,3,moteur_DE,57.8,2.07,1.75,2.46,0
2025-01-13,3,moteur_NDE,50.1,2.41,1.73,2.41,0
2025-01-13,3,pompe,50.6,2.58,2.6,2.69,0
2025-01-13,4,moteur_DE,56.3,1.32,2.34,2.07,0
2025-01-13,4,moteur_NDE,51.5,2.15,2.13,1.53,0
2025-01-13,4,pompe,49.4,2.34,2.39,3.06,0
2025-01-20,1,moteur_DE,53.3,1.89,2.37,2.17,0
2025-01-20,1,moteur_NDE,52.3,1.77,1.75,1.77,0
2025-01-20,1,pompe,51.9,2.31,3.1,2.41,0
2025-01-20,2,moteur_DE,54.9,2.3,2.4,2.04,0
2025-01-20,2,moteur_NDE,52.8,1.91,1.9,2.28,0
2025-01-20,2,pompe,50.6,2.07,2.7,2.47,0
2025-01-20,3,moteur_DE,57.4,2.37,2.2,2.0,0
2025-01-20,3,moteur_NDE,53.0,1.63,1.78,1.99,0
2025-01-20,3,pompe,50.3,2.93,2.52,2.7,0
2025-01-20,4,moteur_DE,58.8,2.08,2.01,1.92,0
2025-01-20,4,moteur_NDE,56.1,2.44,6.18,2.11,1
2025-01-20,4,pompe,51.9,2.72,2.53,3.18,0
2025-01-27,1,moteur_DE,52.5,2.27,1.98,2.27,0
2025-01-27,1,moteur_NDE,50.1,1.69,2.02,2.18,0
2025-01-27,1,pompe,47.7,2.37,3.28,3.25,0
2025-01-27,2,moteur_DE,55.9,2.0,2.3,2.14,0
2025-01-27,2,moteur_NDE,51.6,1.84,2.04,1.91,0
2025-01-27,2,pompe,50.5,2.16,2.15,2.85,0
2025-01-27,3,moteur_DE,56.1,2.66,2.59,2.16,0
2025-01-27,3,moteur_NDE,66.2,7.58,2.31,2.25,1
2025-01-27,3,pompe,50.8,2.79,2.51,2.72,0
2025-01-27,4,moteur_DE,53.4,2.31,2.99,1.89,0
2025-01-27,4,moteur_NDE,53.4,1.48,2.28,2.79,0
2025-01-27,4,pompe,50.6,3.35,2.61,3.01,0
2025-02-03,1,moteur_DE,55.0,2.55,1.8,2.77,0
2025-02-03,1,moteur_NDE,51.8,1.42,2.02,2.21,0
2025-02-03,1,pompe,49.0,2.55,2.48,2.39,0
2025-02-03,2,moteur_DE,53.3,2.31,1.96,2.3,0
2025-02-03,2,moteur_NDE,53.9,2.04,1.95,2.07,0
2025-02-03,2,pompe,51.1,2.27,2.96,2.39,0
2025-02-03,3,moteur_DE,55.9,2.52,2.27,1.68,0
2025-02-03,3,moteur_NDE,51.6,2.31,2.11,1.9,0
2025-02-03,3,pompe,50.1,3.07,2.87,2.69,0
2025-02-03,4,moteur_DE,54.6,2.31,2.06,2.21,0
2025-02-03,4,moteur_NDE,50.7,1.32,2.05,1.8,0
2025-02-03,4,pompe,48.1,2.7,2.74,3.14,0
2025-02-10,1,moteur_DE,54.1,2.14,2.01,2.0,0
2025-02-10,1,moteur_NDE,50.4,1.94,1.79,2.7,0
2025-02-10,1,pompe,48.5,2.79,2.52,2.12,0
2025-02-10,2,moteur_DE,55.3,2.7,1.89,2.0,0
2025-02-10,2,moteur_NDE,51.5,2.23,1.84,1.74,0
2025-02-10,2,pompe,50.0,2.54,2.23,2.73,0
2025-02-10,3,moteur_DE,53.5,2.52,2.0,2.18,0
2025-02-10,3,moteur_NDE,52.3,2.11,2.01,1.83,0
2025-02-10,3,pompe,49.4,2.91,2.32,2.86,0
2025-02-10,4,moteur_DE,54.2,2.15,2.42,2.11,0
2025-02-10,4,moteur_NDE,53.3,1.81,1.7,1.98,0
2025-02-10,4,pompe,50.3,2.85,2.71,3.12,0
2025-02-17,1,moteur_DE,52.5,1.92,2.2,1.86,0
2025-02-17,1,moteur_NDE,49.9,1.55,1.84,1.95,0
2025-02-17,1,pompe,50.4,2.98,2.53,2.85,0
2025-02-17,2,moteur_DE,56.3,1.76,1.79,2.13,0
2025-02-17,2,moteur_NDE,52.2,2.02,2.84,2.16,0
2025-02-17,2,pompe,52.0,3.09,2.68,2.39,0
2025-02-17,3,moteur_DE,55.6,1.42,1.97,2.6,0
2025-02-17,3,moteur_NDE,50.9,1.66,2.03,2.21,0
2025-02-17,3,pompe,49.8,2.77,2.27,2.69,0
2025-02-17,4,moteur_DE,55.7,1.99,1.9,2.16,0
2025-02-17,4,moteur_NDE,54.0,1.98,1.99,1.79,0
2025-02-17,4,pompe,53.0,2.94,2.46,2.25,0
2025-02-24,1,moteur_DE,56.1,1.42,2.29,2.89,0
2025-02-24,1,moteur_NDE,52.5,1.52,2.03,2.19,0
2025-02-24,1,pompe,48.9,2.57,2.53,2.78,0
2025-02-24,2,moteur_DE,54.2,2.07,2.71,2.62,0
2025-02-24,2,moteur_NDE,52.3,1.76,2.02,2.03,0
2025-02-24,2,pompe,49.1,2.37,2.29,3.32,0
2025-02-24,3,moteur_DE,52.3,1.95,1.59,2.01,0
2025-02-24,3,moteur_NDE,52.1,2.0,1.93,1.97,0
2025-02-24,3,pompe,48.4,2.87,2.49,2.33,0
2025-02-24,4,moteur_DE,55.2,2.46,1.85,2.19,0
2025-02-24,4,moteur_NDE,51.6,1.73,2.32,2.17,0
2025-02-24,4,pompe,50.5,2.7,2.17,2.57,0
2025-03-03,1,moteur_DE,56.2,1.61,2.48,2.11,0
2025-03-03,1,moteur_NDE,53.7,2.34,2.47,2.41,0
2025-03-03,1,pompe,51.1,2.72,2.35,2.45,0
2025-03-03,2,moteur_DE,56.8,1.99,2.61,1.91,0
2025-03-03,2,moteur_NDE,52.6,2.06,1.61,2.27,0
2025-03-03,2,pompe,58.3,12.39,2.65,2.57,1
2025-03-03,3,moteur_DE,56.6,2.78,2.16,1.87,0
2025-03-03,3,moteur_NDE,53.1,2.05,2.05,2.28,0
2025-03-03,3,pompe,49.9,2.86,2.48,2.67,0
2025-03-03,4,moteur_DE,54.4,2.1,2.49,2.49,0
2025-03-03,4,moteur_NDE,51.2,1.91,1.69,2.54,0
2025-03-03,4,pompe,47.1,2.39,2.58,3.43,0
2025-03-10,1,moteur_DE,56.7,2.0,2.12,2.52,0
2025-03-10,1,moteur_NDE,54.1,2.07,2.22,2.22,0
2025-03-10,1,pompe,53.1,2.7,2.62,2.27,0
2025-03-10,2,moteur_DE,52.9,1.97,2.21,2.22,0
2025-03-10,2,moteur_NDE,54.0,1.88,1.86,2.23,0
2025-03-10,2,pompe,51.3,2.55,2.69,2.45,0
2025-03-10,3,moteur_DE,56.0,2.07,2.11,2.37,0
2025-03-10,3,moteur_NDE,52.6,1.89,1.74,1.93,0
2025-03-10,3,pompe,50.6,2.98,2.65,2.89,0
2025-03-10,4,moteur_DE,55.5,1.89,2.31,2.44,0
2025-03-10,4,moteur_NDE,52.6,1.88,1.68,1.58,0
2025-03-10,4,pompe,50.7,2.63,2.94,2.43,0
2025-03-17,1,moteur_DE,55.0,2.1,2.3,2.54,0
2025-03-17,1,moteur_NDE,50.9,2.51,2.29,2.23,0
2025-03-17,1,pompe,51.3,2.63,3.09,2.43,0
2025-03-17,2,moteur_DE,54.9,1.58,1.69,2.49,0
2025-03-17,2,moteur_NDE,51.2,1.69,2.18,2.66,0
2025-03-17,2,pompe,51.7,2.76,2.63,3.19,0
2025-03-17,3,moteur_DE,55.4,2.06,2.16,2.08,0
2025-03-17,3,moteur_NDE,51.4,2.4,1.89,1.83,0
2025-03-17,3,pompe,49.3,2.56,2.78,2.8,0
2025-03-17,4,moteur_DE,56.2,2.73,2.32,2.56,0
2025-03-17,4,moteur_NDE,52.7,1.86,1.82,2.15,0
2025-03-17,4,pompe,50.7,2.01,2.33,2.54,0
2025-03-24,1,moteur_DE,56.7,2.23,2.34,2.02,0
2025-03-24,1,moteur_NDE,52.7,2.22,2.13,1.69,0
2025-03-24,1,pompe,49.4,2.72,2.73,2.28,0
2025-03-24,2,moteur_DE,57.8,2.32,2.14,2.28,0
2025-03-24,2,moteur_NDE,53.1,2.0,1.89,1.86,0
2025-03-24,2,pompe,48.0,2.56,2.72,2.23,0
2025-03-24,3,moteur_DE,55.4,2.0,1.62,2.52,0
2025-03-24,3,moteur_NDE,50.9,2.27,1.31,1.9,0
2025-03-24,3,pompe,50.0,2.53,3.26,2.49,0
2025-03-24,4,moteur_DE,56.6,2.34,2.39,1.42,0
2025-03-24,4,moteur_NDE,53.8,1.45,1.83,2.03,0
2025-03-24,4,pompe,52.5,2.58,2.38,2.46,0
2025-03-31,1,moteur_DE,55.1,2.1,2.38,2.17,0
2025-03-31,1,moteur_NDE,51.8,1.44,1.98,1.89,0
2025-03-31,1,pompe,48.4,2.74,2.97,2.35,0
2025-03-31,2,moteur_DE,57.5,4.99,2.09,1.9,1
2025-03-31,2,moteur_NDE,53.6,1.94,1.91,2.52,0
2025-03-31,2,pompe,50.0,2.68,2.79,2.98,0
2025-03-31,3,moteur_DE,54.5,1.83,2.09,2.21,0
2025-03-31,3,moteur_NDE,52.8,2.25,2.12,2.02,0
2025-03-31,3,pompe,51.2,2.19,2.38,2.4,0
2025-03-31,4,moteur_DE,54.3,1.69,1.98,1.92,0
2025-03-31,4,moteur_NDE,54.1,1.46,2.12,2.69,0
2025-03-31,4,pompe,48.4,2.33,2.46,2.84,0
2025-04-07,1,moteur_DE,52.7,2.05,2.13,2.66,0
2025-04-07,1,moteur_NDE,51.3,1.92,2.21,2.12,0
2025-04-07,1,pompe,48.9,2.05,2.18,2.07,0
2025-04-07,2,moteur_DE,69.3,10.99,1.97,2.16,1
2025-04-07,2,moteur_NDE,51.6,2.18,1.52,2.29,0
2025-04-07,2,pompe,47.9,2.71,2.5,2.46,0
2025-04-07,3,moteur_DE,55.2,1.95,2.19,2.82,0
2025-04-07,3,moteur_NDE,54.9,1.33,2.16,2.1,0
2025-04-07,3,pompe,49.5,2.68,2.25,2.67,0
2025-04-07,4,moteur_DE,55.0,1.85,1.9,2.06,0
2025-04-07,4,moteur_NDE,52.0,2.31,1.85,1.82,0
2025-04-07,4,pompe,50.2,2.97,2.92,2.91,0
2025-04-14,1,moteur_DE,52.5,2.63,2.07,2.13,0
2025-04-14,1,moteur_NDE,52.4,2.13,2.42,1.64,0
2025-04-14,1,pompe,49.2,2.28,2.73,3.13,0
2025-04-14,2,moteur_DE,55.8,1.82,2.37,2.1,0
2025-04-14,2,moteur_NDE,49.9,2.29,1.63,2.18,0
2025-04-14,2,pompe,49.4,2.48,3.01,2.68,0
2025-04-14,3,moteur_DE,55.0,2.21,2.24,1.68,0
2025-04-14,3,moteur_NDE,53.9,1.64,1.81,2.04,0
2025-04-14,3,pompe,50.7,2.77,2.58,2.96,0
2025-04-14,4,moteur_DE,55.0,2.56,2.01,1.97,0
2025-04-14,4,moteur_NDE,57.7,6.32,2.37,1.93,1
2025-04-14,4,pompe,48.9,2.33,2.77,2.59,0
2025-04-21,1,moteur_DE,56.3,2.84,1.96,1.42,0
2025-04-21,1,moteur_NDE,52.3,1.41,1.67,2.35,0
2025-04-21,1,pompe,50.5,2.96,1.95,3.12,0
2025-04-21,2,moteur_DE,54.6,2.46,2.06,2.67,0
2025-04-21,2,moteur_NDE,51.0,2.15,1.82,2.2,0
2025-04-21,2,pompe,48.7,2.57,2.81,2.2,0
2025-04-21,3,moteur_DE,54.0,2.14,2.34,2.22,0
2025-04-21,3,moteur_NDE,53.3,2.47,2.02,1.69,0
2025-04-21,3,pompe,53.7,3.28,2.67,2.16,0
2025-04-21,4,moteur_DE,54.7,2.41,1.57,2.13,0
2025-04-21,4,moteur_NDE,51.0,1.8,2.02,2.29,0
2025-04-21,4,pompe,49.6,2.46,3.16,2.65,0
2025-04-28,1,moteur_DE,57.2,2.1,2.06,2.09,0
2025-04-28,1,moteur_NDE,50.1,2.35,1.79,1.81,0
2025-04-28,1,pompe,49.7,2.36,2.91,2.76,0
2025-04-28,2,moteur_DE,54.7,2.31,2.04,2.08,0
2025-04-28,2,moteur_NDE,53.0,2.24,1.51,1.72,0
2025-04-28,2,pompe,46.0,2.56,2.76,2.31,0
2025-04-28,3,moteur_DE,55.1,2.23,2.22,2.15,0
2025-04-28,3,moteur_NDE,50.0,1.33,2.07,2.3,0
2025-04-28,3,pompe,50.2,2.31,2.19,2.36,0
2025-04-28,4,moteur_DE,56.4,2.14,2.26,2.15,0
2025-04-28,4,moteur_NDE,52.0,1.95,1.61,1.85,0
2025-04-28,4,pompe,49.5,2.67,2.43,2.82,0
2025-05-05,1,moteur_DE,54.4,2.15,2.08,2.11,0
2025-05-05,1,moteur_NDE,51.4,1.97,2.13,2.47,0
2025-05-05,1,pompe,50.2,2.62,2.5,2.79,0
2025-05-05,2,moteur_DE,53.0,2.3,2.01,2.79,0
2025-05-05,2,moteur_NDE,54.1,1.41,2.17,2.17,0
2025-05-05,2,pompe,50.9,2.56,2.13,2.6,0
2025-05-05,3,moteur_DE,59.8,2.47,5.48,2.61,1
2025-05-05,3,moteur_NDE,54.0,1.72,2.21,2.27,0
2025-05-05,3,pompe,50.6,3.37,2.8,2.22,0
2025-05-05,4,moteur_DE,55.1,2.49,2.38,1.97,0
2025-05-05,4,moteur_NDE,52.3,1.87,1.72,2.2,0
2025-05-05,4,pompe,50.5,2.62,2.55,2.32,0
2025-05-12,1,moteur_DE,54.5,1.93,1.74,2.57,0
2025-05-12,1,moteur_NDE,49.7,2.15,1.42,2.39,0
2025-05-12,1,pompe,50.5,2.98,2.73,2.37,0
2025-05-12,2,moteur_DE,54.0,2.7,2.34,2.55,0
2025-05-12,2,moteur_NDE,50.3,1.97,1.9,1.7,0
2025-05-12,2,pompe,49.1,2.1,2.59,2.28,0
2025-05-12,3,moteur_DE,54.2,1.66,1.89,1.86,0
2025-05-12,3,moteur_NDE,53.0,1.46,1.97,2.18,0
2025-05-12,3,pompe,50.1,3.18,2.35,2.68,0
2025-05-12,4,moteur_DE,52.7,1.83,2.21,2.71,0
2025-05-12,4,moteur_NDE,53.2,1.93,1.89,2.01,0
2025-05-12,4,pompe,50.8,2.35,2.78,2.81,0
2025-05-19,1,moteur_DE,58.1,1.89,2.11,1.99,0
2025-05-19,1,moteur_NDE,51.1,2.3,2.41,2.21,0
2025-05-19,1,pompe,51.4,2.46,2.38,1.72,0
2025-05-19,2,moteur_DE,54.9,2.26,2.07,1.93,0
2025-05-19,2,moteur_NDE,52.9,2.18,1.8,2.25,0
2025-05-19,2,pompe,45.8,2.59,2.69,2.54,0
2025-05-19,3,moteur_DE,55.7,2.03,1.81,2.5,0
2025-05-19,3,moteur_NDE,52.3,1.55,1.95,2.37,0
2025-05-19,3,pompe,52.4,2.9,2.62,3.16,0
2025-05-19,4,moteur_DE,55.6,2.09,2.1,1.35,0
2025-05-19,4,moteur_NDE,52.3,2.06,1.53,1.52,0
2025-05-19,4,pompe,48.1,2.66,2.77,2.34,0
2025-05-26,1,moteur_DE,53.1,2.68,2.17,2.14,0
2025-05-26,1,moteur_NDE,54.0,1.58,1.85,2.35,0
2025-05-26,1,pompe,49.7,2.57,2.5,2.73,0
2025-05-26,2,moteur_DE,52.2,2.15,2.43,2.24,0
2025-05-26,2,moteur_NDE,49.8,1.97,2.48,2.34,0
2025-05-26,2,pompe,52.1,2.55,2.8,2.57,0
2025-05-26,3,moteur_DE,54.6,2.52,2.16,2.75,0
2025-05-26,3,moteur_NDE,53.1,2.12,2.71,1.71,0
2025-05-26,3,pompe,49.5,2.25,2.88,2.62,0
2025-05-26,4,moteur_DE,54.8,1.74,2.35,2.16,0
2025-05-26,4,moteur_NDE,54.0,2.17,2.36,1.78,0
2025-05-26,4,pompe,52.2,2.73,2.59,2.74,0
2025-06-02,1,moteur_DE,55.9,2.48,1.85,2.0,0
2025-06-02,1,moteur_NDE,51.6,1.9,1.63,2.23,0
2025-06-02,1,pompe,50.8,2.99,2.63,2.98,0
2025-06-02,2,moteur_DE,54.7,1.86,2.18,2.49,0
2025-06-02,2,moteur_NDE,52.1,1.43,2.16,1.65,0
2025-06-02,2,pompe,50.7,2.34,3.05,2.52,0
2025-06-02,3,moteur_DE,54.8,2.33,2.45,2.79,0
2025-06-02,3,moteur_NDE,50.0,2.21,1.76,2.25,0
2025-06-02,3,pompe,51.4,2.68,2.87,2.68,0
2025-06-02,4,moteur_DE,59.0,2.29,2.23,1.52,0
2025-06-02,4,moteur_NDE,52.6,1.57,2.24,1.99,0
2025-06-02,4,pompe,47.8,2.61,2.23,2.45,0
2025-06-09,1,moteur_DE,53.7,2.38,2.21,2.53,0
2025-06-09,1,moteur_NDE,50.1,1.98,1.39,2.28,0
2025-06-09,1,pompe,50.7,2.77,1.99,2.84,0
2025-06-09,2,moteur_DE,56.5,1.76,2.13,2.22,0
2025-06-09,2,moteur_NDE,49.8,1.81,1.82,2.01,0
2025-06-09,2,pompe,50.0,2.09,2.93,2.77,0
2025-06-09,3,moteur_DE,54.7,2.12,2.08,2.27,0
2025-06-09,3,moteur_NDE,52.6,1.54,1.79,2.15,0
2025-06-09,3,pompe,51.8,2.46,1.91,2.71,0
2025-06-09,4,moteur_DE,57.1,2.01,2.15,2.02,0
2025-06-09,4,moteur_NDE,49.4,2.11,2.26,1.89,0
2025-06-09,4,pompe,51.1,2.26,2.46,2.5,0
2025-06-16,1,moteur_DE,56.1,2.38,2.81,2.12,0
2025-06-16,1,moteur_NDE,51.3,2.36,1.57,2.07,0
2025-06-16,1,pompe,47.5,2.47,2.67,2.52,0
2025-06-16,2,moteur_DE,54.0,2.47,2.11,2.01,0
2025-06-16,2,moteur_NDE,49.9,1.2,2.07,2.32,0
2025-06-16,2,pompe,50.9,2.77,3.17,2.14,0
2025-06-16,3,moteur_DE,58.4,2.64,1.01,2.21,0
2025-06-16,3,moteur_NDE,51.8,2.32,1.72,2.49,0
2025-06-16,3,pompe,49.9,2.38,2.28,3.14,0
2025-06-16,4,moteur_DE,54.8,2.56,2.14,1.93,0
2025-06-16,4,moteur_NDE,54.5,2.14,2.45,2.18,0
2025-06-16,4,pompe,49.1,2.76,2.74,2.61,0
2025-06-23,1,moteur_DE,57.2,2.61,1.72,2.0,0
2025-06-23,1,moteur_NDE,53.6,2.02,2.44,1.42,0
2025-06-23,1,pompe,49.8,2.29,2.43,2.74,0
2025-06-23,2,moteur_DE,56.0,2.79,2.15,2.78,0
2025-06-23,2,moteur_NDE,51.5,1.83,1.43,2.18,0
2025-06-23,2,pompe,51.3,2.79,2.68,2.84,0
2025-06-23,3,moteur_DE,56.2,2.6,2.18,2.68,0
2025-06-23,3,moteur_NDE,55.1,1.63,2.31,2.18,0
2025-06-23,3,pompe,51.2,2.36,2.75,2.63,0
2025-06-23,4,moteur_DE,56.8,2.2,2.42,2.39,0
2025-06-23,4,moteur_NDE,54.4,1.74,1.78,2.05,0
2025-06-23,4,pompe,49.7,2.37,2.58,2.06,0
2025-06-30,1,moteur_DE,54.4,1.94,2.07,2.07,0
2025-06-30,1,moteur_NDE,51.7,1.77,2.18,1.89,0
2025-06-30,1,pompe,49.3,2.8,2.72,2.53,0
2025-06-30,2,moteur_DE,54.8,1.7,2.3,2.38,0
2025-06-30,2,moteur_NDE,56.2,1.88,2.06,1.49,0
2025-06-30,2,pompe,47.4,2.27,3.05,2.65,0
2025-06-30,3,moteur_DE,62.8,2.24,4.58,2.49,1
2025-06-30,3,moteur_NDE,52.7,2.0,1.93,2.01,0
2025-06-30,3,pompe,48.6,2.34,2.81,2.92,0
2025-06-30,4,moteur_DE,55.1,2.26,2.72,2.08,0
2025-06-30,4,moteur_NDE,53.5,2.03,2.58,2.03,0
2025-06-30,4,pompe,54.3,2.33,7.07,2.77,1
2025-07-07,1,moteur_DE,54.2,1.46,2.35,2.05,0
2025-07-07,1,moteur_NDE,51.2,2.41,2.42,2.05,0
2025-07-07,1,pompe,49.4,2.26,3.15,2.34,0
2025-07-07,2,moteur_DE,55.2,2.05,2.28,2.47,0
2025-07-07,2,moteur_NDE,52.9,1.99,2.06,2.13,0
2025-07-07,2,pompe,51.1,2.72,2.53,2.19,0
2025-07-07,3,moteur_DE,57.0,1.94,2.82,2.27,0
2025-07-07,3,moteur_NDE,53.5,2.3,2.26,2.3,0
2025-07-07,3,pompe,47.9,2.87,2.31,2.56,0
2025-07-07,4,moteur_DE,55.3,2.09,2.33,2.29,0
2025-07-07,4,moteur_NDE,52.3,1.76,2.28,1.8,0
2025-07-07,4,pompe,48.1,2.52,2.38,2.72,0
2025-07-14,1,moteur_DE,55.2,1.81,2.34,2.18,0
2025-07-14,1,moteur_NDE,53.5,2.02,1.95,2.35,0
2025-07-14,1,pompe,50.2,2.33,2.11,2.75,0
2025-07-14,2,moteur_DE,55.2,2.21,2.17,2.07,0
2025-07-14,2,moteur_NDE,50.3,2.32,1.8,1.97,0
2025-07-14,2,pompe,49.3,2.21,2.8,2.12,0
2025-07-14,3,moteur_DE,54.2,1.7,2.47,2.35,0
2025-07-14,3,moteur_NDE,54.0,2.22,2.08,1.9,0
2025-07-14,3,pompe,55.4,2.39,7.5,2.46,1
2025-07-14,4,moteur_DE,53.7,2.4,2.49,2.52,0
2025-07-14,4,moteur_NDE,50.0,2.42,1.59,1.91,0
2025-07-14,4,pompe,50.4,2.65,2.79,2.51,0
2025-07-21,1,moteur_DE,52.7,2.12,2.37,2.11,0
2025-07-21,1,moteur_NDE,54.3,1.48,2.09,1.66,0
2025-07-21,1,pompe,47.8,2.41,3.07,3.19,0
2025-07-21,2,moteur_DE,54.9,2.06,2.19,1.88,0
2025-07-21,2,moteur_NDE,53.4,2.37,2.19,1.84,0
2025-07-21,2,pompe,47.9,3.19,1.99,2.22,0
2025-07-21,3,moteur_DE,55.0,1.92,1.93,2.55,0
2025-07-21,3,moteur_NDE,62.0,7.4,1.98,1.85,1
2025-07-21,3,pompe,51.0,2.87,3.26,2.89,0
2025-07-21,4,moteur_DE,56.6,1.97,1.86,2.33,0
2025-07-21,4,moteur_NDE,50.7,1.92,2.25,2.3,0
2025-07-21,4,pompe,50.8,2.5,2.62,2.28,0
2025-07-28,1,moteur_DE,54.7,2.24,2.11,1.84,0
2025-07-28,1,moteur_NDE,53.6,1.99,2.24,1.89,0
2025-07-28,1,pompe,49.0,2.45,2.51,3.17,0
2025-07-28,2,moteur_DE,55.4,2.34,1.83,2.32,0
2025-07-28,2,moteur_NDE,49.8,2.2,2.11,1.99,0
2025-07-28,2,pompe,51.6,2.69,1.89,2.83,0
2025-07-28,3,moteur_DE,55.3,2.9,1.59,2.09,0
2025-07-28,3,moteur_NDE,53.8,2.03,1.99,2.18,0
2025-07-28,3,pompe,52.8,2.59,3.25,2.45,0
2025-07-28,4,moteur_DE,57.8,2.64,2.35,1.84,0
2025-07-28,4,moteur_NDE,52.7,1.77,2.14,1.87,0
2025-07-28,4,pompe,51.9,2.52,2.06,2.91,0
2025-08-04,1,moteur_DE,56.9,2.12,2.12,1.48,0
2025-08-04,1,moteur_NDE,53.2,1.83,2.19,2.22,0
2025-08-04,1,pompe,49.9,2.42,3.68,2.28,0
2025-08-04,2,moteur_DE,55.4,2.49,2.13,2.43,0
2025-08-04,2,moteur_NDE,51.5,2.13,2.28,1.84,0
2025-08-04,2,pompe,49.1,2.62,2.85,2.72,0
2025-08-04,3,moteur_DE,53.9,1.92,2.06,1.73,0
2025-08-04,3,moteur_NDE,52.5,2.27,1.95,1.72,0
2025-08-04,3,pompe,49.6,2.66,2.26,2.61,0
2025-08-04,4,moteur_DE,53.4,1.94,1.59,2.76,0
2025-08-04,4,moteur_NDE,53.1,1.98,2.36,1.96,0
2025-08-04,4,pompe,51.1,2.77,2.97,2.67,0
2025-08-11,1,moteur_DE,57.0,2.41,1.76,2.0,0
2025-08-11,1,moteur_NDE,52.1,1.96,1.77,1.45,0
2025-08-11,1,pompe,48.4,2.22,2.64,2.71,0
2025-08-11,2,moteur_DE,55.3,2.42,2.32,1.9,0
2025-08-11,2,moteur_NDE,54.1,2.39,2.33,1.5,0
2025-08-11,2,pompe,51.9,2.29,2.61,2.56,0
2025-08-11,3,moteur_DE,58.2,2.18,2.06,1.94,0
2025-08-11,3,moteur_NDE,53.9,1.87,2.03,2.63,0
2025-08-11,3,pompe,49.7,2.81,2.79,2.46,0
2025-08-11,4,moteur_DE,53.6,1.95,1.76,1.95,0
2025-08-11,4,moteur_NDE,50.4,2.22,1.68,1.78,0
2025-08-11,4,pompe,46.5,2.55,1.87,2.98,0
2025-08-18,1,moteur_DE,60.7,2.54,1.97,6.95,1
2025-08-18,1,moteur_NDE,52.4,1.95,2.02,1.31,0
2025-08-18,1,pompe,49.5,2.38,2.55,2.06,0
2025-08-18,2,moteur_DE,57.5,2.5,2.21,2.35,0
2025-08-18,2,moteur_NDE,51.2,1.69,2.21,2.24,0
2025-08-18,2,pompe,50.1,3.08,3.15,2.49,0
2025-08-18,3,moteur_DE,53.6,2.83,2.63,2.21,0
2025-08-18,3,moteur_NDE,55.8,1.9,1.98,1.7,0
2025-08-18,3,pompe,50.4,2.76,2.49,2.5,0
2025-08-18,4,moteur_DE,55.4,2.14,2.04,2.29,0
2025-08-18,4,moteur_NDE,52.0,1.98,2.32,2.2,0
2025-08-18,4,pompe,50.3,3.04,3.03,2.85,0
2025-08-25,1,moteur_DE,56.4,2.05,2.76,2.1,0
2025-08-25,1,moteur_NDE,50.9,1.84,1.64,2.51,0
2025-08-25,1,pompe,50.2,2.37,2.66,2.17,0
2025-08-25,2,moteur_DE,53.6,1.69,2.37,2.24,0
2025-08-25,2,moteur_NDE,62.6,2.14,5.27,1.87,1
2025-08-25,2,pompe,49.9,2.68,2.86,2.44,0
2025-08-25,3,moteur_DE,61.1,1.98,2.22,6.63,1
2025-08-25,3,moteur_NDE,53.5,2.16,1.72,2.18,0
2025-08-25,3,pompe,50.4,2.23,2.74,2.87,0
2025-08-25,4,moteur_DE,55.2,2.41,2.08,1.94,0
2025-08-25,4,moteur_NDE,51.4,2.06,1.41,2.07,0
2025-08-25,4,pompe,50.8,3.02,2.8,2.48,0
2025-09-01,1,moteur_DE,53.8,2.73,1.98,2.05,0
2025-09-01,1,moteur_NDE,52.8,2.73,2.06,1.77,0
2025-09-01,1,pompe,49.8,2.73,2.84,3.16,0
2025-09-01,2,moteur_DE,52.8,1.89,2.6,1.71,0
2025-09-01,2,moteur_NDE,55.1,1.45,2.14,2.48,0
2025-09-01,2,pompe,47.6,2.27,2.79,2.87,0
2025-09-01,3,moteur_DE,56.4,2.27,2.03,2.37,0
2025-09-01,3,moteur_NDE,47.8,1.1,1.85,1.64,0
2025-09-01,3,pompe,50.0,2.34,2.79,2.74,0
2025-09-01,4,moteur_DE,56.6,2.42,2.45,2.28,0
2025-09-01,4,moteur_NDE,52.6,2.06,2.03,1.52,0
2025-09-01,4,pompe,51.7,2.5,3.1,2.63,0
2025-09-08,1,moteur_DE,57.2,2.46,2.11,2.28,0
2025-09-08,1,moteur_NDE,51.8,1.53,2.24,1.98,0
2025-09-08,1,pompe,49.8,2.58,2.49,2.28,0
2025-09-08,2,moteur_DE,55.9,2.01,1.54,2.08,0
2025-09-08,2,moteur_NDE,52.6,2.11,2.66,1.41,0
2025-09-08,2,pompe,47.6,2.71,3.13,2.25,0
2025-09-08,3,moteur_DE,56.8,2.64,2.4,2.06,0
2025-09-08,3,moteur_NDE,47.4,1.38,1.82,1.8,0
2025-09-08,3,pompe,49.0,2.47,2.82,2.79,0
2025-09-08,4,moteur_DE,53.0,2.34,1.99,2.1,0
2025-09-08,4,moteur_NDE,52.9,2.15,1.89,1.79,0
