poste_technique,plan_entretien,type_travail_code,corps_metier,categorie_travail,nb_visites_preventives,frequence_observee_jours,frequence_officielle_jours,source_frequence,frequence_moyenne_jours,frequence_std_jours,nb_correctifs_total,nb_correctifs_entre_visites,taux_correctif_entre_visites,classe_frequence,frequence_actuelle_jours,frequence_recommandee_jours,cout_actuel_annuel_mad,cout_recommande_annuel_mad,economie_estimee_mad
SF01-PS-PS03-LIMBAT-GASOIL,184686.0,290.0,Mécanique,Inspection,15,29.7,,observée,29.7,1.7,0,0,0.0,Adéquat,29.7,29.7,1180.0,1180.0,0.0
SF01-PS-PS03-LIMBAT-P5401B,184687.0,290.0,Mécanique,Inspection,15,29.8,,observée,29.8,1.2,8,6,0.43,Insuffisant,29.8,20.9,12901.0,10055.0,2846.0
SF01-PS-PS03-LIMBAT-P5401B,184688.0,350.0,Mécanique,Graissage,60,7.0,,observée,7.0,2.3,8,6,0.1,Adéquat,7.0,7.0,16615.0,16615.0,0.0
SF01-PS-PS03-LIMBAT-P5401B,184689.0,290.0,Mécanique,Inspection,30,14.6,,observée,14.6,2.0,8,6,0.21,Insuffisant,14.6,10.2,14088.0,11778.0,2311.0
SF01-PS-PS03-LIMBAT-P5401B-GMOT-0MOTEUR,211330.0,360.0,Électrique,Systématique,3,198.0,,observée,198.0,166.0,0,0,0.0,Adéquat,198.0,198.0,177.0,177.0,0.0
SF01-PS-PS03-LIMBAT-P5401B-GMOT-0MOTEUR,384300.0,310.0,Électrique,Inspection,3,30.5,,observée,30.5,2.5,0,0,0.0,Adéquat,30.5,30.5,1149.0,1149.0,0.0
SF01-PS-PS03-LIMBAT-P5403A,184690.0,290.0,Mécanique,Inspection,15,29.9,,observée,29.9,0.9,8,2,0.14,Adéquat,29.9,29.9,4977.0,4977.0,0.0
SF01-PS-PS03-LIMBAT-P5403A,184691.0,350.0,Mécanique,Graissage,29,14.9,,observée,14.9,0.7,8,3,0.11,Adéquat,14.9,14.9,8351.0,8351.0,0.0
SF01-PS-PS03-LIMBAT-P5403A,184692.0,290.0,Mécanique,Inspection,16,29.3,,observée,29.3,2.5,8,2,0.13,Adéquat,29.3,29.3,4801.0,4801.0,0.0
SF01-PS-PS03-LIMBAT-P5403B,184693.0,290.0,Mécanique,Inspection,16,28.9,,observée,28.9,6.8,0,0,0.0,Adéquat,28.9,28.9,1213.0,1213.0,0.0
SF01-PS-PS03-LIMBAT-P5403B,184694.0,290.0,Mécanique,Inspection,16,29.4,,observée,29.4,2.2,0,0,0.0,Adéquat,29.4,29.4,1192.0,1192.0,0.0
SF01-PS-PS03-LIMBAT-PASSRE,184695.0,290.0,Mécanique,Inspection,16,28.9,,observée,28.9,6.8,0,0,0.0,Adéquat,28.9,28.9,1213.0,1213.0,0.0
SF01-PS-PS03-LIMBAT-PASSRE-MOAC,184755.0,320.0,Mécanique,Autre,4,176.0,,observée,176.0,5.7,0,0,0.0,Adéquat,176.0,176.0,199.0,199.0,0.0
SF01-PS-PS03-LIMBAT-SOUFRE,184696.0,290.0,Mécanique,Inspection,16,29.0,,observée,29.0,6.5,17,9,0.6,Insuffisant,29.0,20.3,18021.0,13735.0,4286.0
SF01-PS-PS03-LIMBAT-T5401A,184697.0,290.0,Mécanique,Inspection,16,29.1,,observée,29.1,6.2,2,1,0.07,Adéquat,29.1,29.1,3159.0,3159.0,0.0
SF01-PS-PS03-LIMBAT-T5401A-MOAC,184849.0,320.0,Mécanique,Autre,4,176.3,,observée,176.3,3.9,0,0,0.0,Adéquat,176.3,176.3,199.0,199.0,0.0
SF01-PS-PS03-LIMBAT-VAPRBP,184700.0,290.0,Mécanique,Inspection,16,29.1,,observée,29.1,5.7,3,3,0.2,Insuffisant,29.1,20.4,6789.0,5710.0,1080.0
SF01-PS-PS03-LIMBAT-VAPRHP,184701.0,290.0,Mécanique,Inspection,16,29.2,,observée,29.2,11.5,5,3,0.2,Insuffisant,29.2,20.4,6766.0,5690.0,1076.0
SF01-PS-PS03-LIMBAT-VAPRMP,184702.0,290.0,Mécanique,Inspection,16,29.3,,observée,29.3,11.5,5,1,0.07,Adéquat,29.3,29.3,3137.0,3137.0,0.0
SF01-PS-PS03-PONDLU,211240.0,360.0,Électrique,Systématique,56,7.4,,observée,7.4,3.0,2,1,0.02,Adéquat,7.4,7.4,6932.0,6932.0,0.0
SF01-PS-PS03-PONDLU,211253.0,360.0,Électrique,Systématique,16,27.9,,observée,27.9,3.3,2,1,0.07,Adéquat,27.9,27.9,3295.0,3295.0,0.0
SF01-PS-PS03-PONDLU,211396.0,310.0,Électrique,Inspection,56,7.3,,observée,7.3,3.0,2,1,0.02,Adéquat,7.3,7.3,7027.0,7027.0,0.0
SF01-PS-PS03-PONDLU,213174.0,360.0,Électrique,Systématique,39,11.4,,observée,11.4,16.2,2,1,0.03,Adéquat,11.4,11.4,5213.0,5213.0,0.0
SF01-PS-PS03-PONDLU,213187.0,360.0,Électrique,Systématique,12,28.0,,observée,28.0,12.2,2,1,0.09,Adéquat,28.0,28.0,3863.0,3863.0,0.0
SF01-PS-PS03-PONDLU,213330.0,290.0,Électrique,Inspection,39,11.6,,observée,11.6,18.3,2,1,0.03,Adéquat,11.6,11.6,5123.0,5123.0,0.0
SF01-PS-PS03-PONDLU,384297.0,310.0,Électrique,Inspection,13,6.6,,observée,6.6,3.6,2,0,0.0,Trop fréquent,6.6,13.2,5310.0,2655.0,2655.0
SF01-PS-PS03-PONDLU,384459.0,360.0,Électrique,Systématique,3,28.0,,observée,28.0,0.0,2,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-PONDLU-AROND1,211225.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-PS-PS03-PONDLU-AROND2,211226.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-PS-PS03-POSTBT,211232.0,360.0,Électrique,Systématique,56,7.7,,observée,7.7,3.7,0,0,0.0,Trop fréquent,7.7,15.4,4551.0,2276.0,2276.0
SF01-PS-PS03-POSTBT,211245.0,360.0,Électrique,Systématique,16,27.9,,observée,27.9,3.3,0,0,0.0,Adéquat,27.9,27.9,1256.0,1256.0,0.0
SF01-PS-PS03-POSTBT,211388.0,310.0,Électrique,Inspection,56,7.3,,observée,7.3,2.7,0,0,0.0,Trop fréquent,7.3,14.6,4801.0,2400.0,2400.0
SF01-PS-PS03-POSTBT,213166.0,360.0,Électrique,Systématique,40,10.0,,observée,10.0,9.7,0,0,0.0,Trop fréquent,10.0,20.0,3505.0,1752.0,1752.0
SF01-PS-PS03-POSTBT,213179.0,360.0,Électrique,Systématique,12,28.0,,observée,28.0,12.1,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-POSTBT,213322.0,290.0,Électrique,Inspection,40,10.4,,observée,10.4,12.8,0,0,0.0,Trop fréquent,10.4,20.8,3370.0,1685.0,1685.0
SF01-PS-PS03-POSTBT,384298.0,310.0,Électrique,Inspection,13,6.7,,observée,6.7,3.3,0,0,0.0,Trop fréquent,6.7,13.4,5231.0,2615.0,2615.0
SF01-PS-PS03-POSTBT,384460.0,360.0,Électrique,Systématique,3,29.0,,observée,29.0,1.0,0,0,0.0,Adéquat,29.0,29.0,1208.0,1208.0,0.0
SF01-PS-PS03-POSTBT-TBTDL1,384337.0,310.0,Électrique,Inspection,3,28.0,,observée,28.0,0.0,1,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-POSTBT-TBTDL2,384338.0,310.0,Électrique,Inspection,3,28.0,,observée,28.0,0.0,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-POSTBT-TBTDS1,384339.0,310.0,Électrique,Inspection,3,28.0,,observée,28.0,0.0,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-POSTMT,211238.0,360.0,Électrique,Systématique,55,7.5,,observée,7.5,3.3,0,0,0.0,Trop fréquent,7.5,15.0,4673.0,2336.0,2336.0
SF01-PS-PS03-POSTMT,211251.0,360.0,Électrique,Systématique,16,27.9,,observée,27.9,3.3,0,0,0.0,Adéquat,27.9,27.9,1256.0,1256.0,0.0
SF01-PS-PS03-POSTMT,211394.0,310.0,Électrique,Inspection,56,7.3,,observée,7.3,2.7,0,0,0.0,Trop fréquent,7.3,14.6,4801.0,2400.0,2400.0
SF01-PS-PS03-POSTMT,213172.0,360.0,Électrique,Systématique,39,11.0,,observée,11.0,12.0,0,0,0.0,Trop fréquent,11.0,22.0,3186.0,1593.0,1593.0
SF01-PS-PS03-POSTMT,213185.0,360.0,Électrique,Systématique,12,28.0,,observée,28.0,11.9,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-POSTMT,213328.0,290.0,Électrique,Inspection,40,10.6,,observée,10.6,13.7,0,0,0.0,Trop fréquent,10.6,21.2,3306.0,1653.0,1653.0
SF01-PS-PS03-POSTMT,384299.0,310.0,Électrique,Inspection,12,6.7,,observée,6.7,3.1,0,0,0.0,Trop fréquent,6.7,13.4,5231.0,2615.0,2615.0
SF01-PS-PS03-POSTMT,384461.0,360.0,Électrique,Systématique,3,28.0,,observée,28.0,0.0,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-POSTMT-00TGMT-CMSR,211079.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,82.0,1,1,0.5,Insuffisant,182.0,127.4,2425.0,1870.0,555.0
SF01-PS-PS03-PSTTR1-TRMTBT,211044.0,310.0,Électrique,Inspection,16,27.9,,observée,27.9,3.3,0,0,0.0,Adéquat,27.9,27.9,1256.0,1256.0,0.0
SF01-PS-PS03-PSTTR1-TRMTBT,212977.0,310.0,Électrique,Inspection,12,28.0,,observée,28.0,12.7,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-PSTTR2-TRMTBT,211047.0,310.0,Électrique,Inspection,16,27.9,,observée,27.9,3.3,0,0,0.0,Adéquat,27.9,27.9,1256.0,1256.0,0.0
SF01-PS-PS03-PSTTR2-TRMTBT,212980.0,310.0,Électrique,Inspection,12,28.0,,observée,28.0,8.7,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-PSTTR3-TRMTBT,211048.0,310.0,Électrique,Inspection,16,27.9,,observée,27.9,11.2,0,0,0.0,Adéquat,27.9,27.9,1256.0,1256.0,0.0
SF01-PS-PS03-PSTTR3-TRMTBT,212981.0,310.0,Électrique,Inspection,12,28.0,,observée,28.0,12.2,0,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-PSTTR4-TRMTBT,211049.0,310.0,Électrique,Inspection,16,27.9,,observée,27.9,3.3,1,1,0.07,Adéquat,27.9,27.9,3295.0,3295.0,0.0
SF01-PS-PS03-PSTTR4-TRMTBT,212982.0,310.0,Électrique,Inspection,12,28.0,,observée,28.0,12.2,1,1,0.09,Adéquat,28.0,28.0,3863.0,3863.0,0.0
SF01-PS-PS03-SECACI-0B7301,183352.0,290.0,Mécanique,Inspection,16,29.4,,observée,29.4,11.4,2,2,0.13,Adéquat,29.4,29.4,4785.0,4785.0,0.0
SF01-PS-PS03-SECACI-0B7301-MOAC,183158.0,320.0,Mécanique,Autre,4,180.0,,observée,180.0,0.0,0,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-PS-PS03-SECACI-0C7302,183363.0,290.0,Mécanique,Inspection,16,28.1,,observée,28.1,7.2,8,5,0.33,Insuffisant,28.1,19.7,10790.0,8598.0,2192.0
SF01-PS-PS03-SECACI-0C7302,183364.0,290.0,Mécanique,Inspection,16,29.5,,observée,29.5,3.7,8,6,0.4,Insuffisant,29.5,20.6,12206.0,9567.0,2639.0
SF01-PS-PS03-SECACI-0C7302,183366.0,290.0,Mécanique,Inspection,4,175.3,,observée,175.3,6.6,8,3,1.0,Insuffisant,175.3,122.7,4835.0,3597.0,1239.0
SF01-PS-PS03-SECACI-0C7302-MOAC,183182.0,320.0,Mécanique,Autre,4,180.0,,observée,180.0,0.0,0,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-PS-PS03-SECACI-0C7303,183375.0,290.0,Mécanique,Inspection,16,28.8,,observée,28.8,8.6,83,11,0.73,Insuffisant,28.8,20.2,21814.0,16450.0,5363.0
SF01-PS-PS03-SECACI-0C7303,183376.0,290.0,Mécanique,Inspection,15,29.6,,observée,29.6,3.4,83,12,0.86,Insuffisant,29.6,20.7,24793.0,18555.0,6238.0
SF01-PS-PS03-SECACI-0C7303-MOAC,183183.0,320.0,Mécanique,Autre,4,180.0,,observée,180.0,0.0,0,0,0.0,Adéquat,180.0,180.0,195.0,195.0,0.0
SF01-PS-PS03-SECACI-0D7303,183401.0,350.0,Mécanique,Graissage,6,90.0,,observée,90.0,0.0,28,5,1.0,Insuffisant,90.0,63.0,9418.0,7005.0,2413.0
SF01-PS-PS03-SECACI-0D7303,183402.0,290.0,Mécanique,Inspection,16,28.9,,observée,28.9,8.1,28,11,0.73,Insuffisant,28.9,20.2,21738.0,16393.0,5345.0
SF01-PS-PS03-SECACI-0D7303,183404.0,290.0,Mécanique,Inspection,15,29.6,,observée,29.6,2.6,28,12,0.86,Insuffisant,29.6,20.7,24793.0,18555.0,6238.0
SF01-PS-PS03-SECACI-0D7303,183407.0,290.0,Mécanique,Inspection,4,175.3,,observée,175.3,6.6,28,3,1.0,Insuffisant,175.3,122.7,4835.0,3597.0,1239.0
SF01-PS-PS03-SECACI-0D7303-MOAC,183229.0,320.0,Mécanique,Autre,4,178.3,,observée,178.3,3.4,0,0,0.0,Adéquat,178.3,178.3,197.0,197.0,0.0
SF01-PS-PS03-SECACI-0D7305,183408.0,290.0,Mécanique,Inspection,15,29.7,,observée,29.7,2.0,9,5,0.36,Insuffisant,29.7,20.8,11029.0,8721.0,2308.0
SF01-PS-PS03-SECACI-0D7305-MOAC,183230.0,320.0,Mécanique,Autre,4,175.3,,observée,175.3,6.6,0,0,0.0,Adéquat,175.3,175.3,200.0,200.0,0.0
SF01-PS-PS03-SECACI-0E7301,183411.0,360.0,Mécanique,Systématique,3,365.0,,observée,365.0,0.0,24,1,0.5,Insuffisant,365.0,255.5,1209.0,932.0,277.0
SF01-PS-PS03-SECACI-0E7301,183413.0,290.0,Mécanique,Inspection,4,175.3,,observée,175.3,6.8,24,3,1.0,Insuffisant,175.3,122.7,4835.0,3597.0,1239.0
SF01-PS-PS03-SECACI-0E7301,183414.0,290.0,Mécanique,Inspection,16,28.5,,observée,28.5,5.5,24,7,0.47,Insuffisant,28.5,19.9,14630.0,11328.0,3302.0
SF01-PS-PS03-SECACI-0E7301,183415.0,290.0,Mécanique,Inspection,15,29.8,,observée,29.8,1.7,24,7,0.5,Insuffisant,29.8,20.9,14810.0,11419.0,3391.0
SF01-PS-PS03-SECACI-0E7301-MOAC,183231.0,320.0,Mécanique,Autre,4,176.3,,observée,176.3,5.2,0,0,0.0,Adéquat,176.3,176.3,199.0,199.0,0.0
SF01-PS-PS03-SECACI-0E7302,183420.0,360.0,Mécanique,Systématique,3,365.0,,observée,365.0,0.0,15,1,0.5,Insuffisant,365.0,255.5,1209.0,932.0,277.0
SF01-PS-PS03-SECACI-0E7302,183422.0,290.0,Mécanique,Inspection,4,175.3,,observée,175.3,6.8,15,3,1.0,Insuffisant,175.3,122.7,4835.0,3597.0,1239.0
SF01-PS-PS03-SECACI-0E7302,183423.0,290.0,Mécanique,Inspection,16,28.7,,observée,28.7,5.0,15,6,0.4,Insuffisant,28.7,20.1,12546.0,9834.0,2712.0
SF01-PS-PS03-SECACI-0E7302,183424.0,290.0,Mécanique,Inspection,15,29.9,,observée,29.9,1.5,15,5,0.36,Insuffisant,29.9,20.9,10956.0,8663.0,2293.0
SF01-PS-PS03-SECACI-0E7303,183428.0,290.0,Mécanique,Inspection,15,29.9,,observée,29.9,1.0,23,4,0.29,Insuffisant,29.9,20.9,9053.0,7304.0,1749.0
SF01-PS-PS03-SECACI-0M7301,183478.0,290.0,Mécanique,Inspection,16,28.5,,observée,28.5,5.7,16,8,0.53,Insuffisant,28.5,19.9,16341.0,12550.0,3790.0
SF01-PS-PS03-SECACI-0M7301,183480.0,290.0,Mécanique,Inspection,15,30.0,,observée,30.0,0.8,16,8,0.57,Insuffisant,30.0,21.0,16607.0,12697.0,3911.0
SF01-PS-PS03-SECACI-0M7301-MOAC,183250.0,320.0,Mécanique,Autre,4,176.7,,observée,176.7,4.7,0,0,0.0,Adéquat,176.7,176.7,198.0,198.0,0.0
SF01-PS-PS03-SECACI-0P7301,183496.0,290.0,Mécanique,Inspection,4,175.3,,observée,175.3,3.8,6,2,0.67,Insuffisant,175.3,122.7,3306.0,2504.0,802.0
SF01-PS-PS03-SECACI-0P7301,183497.0,350.0,Mécanique,Graissage,4,175.3,,observée,175.3,6.6,6,2,0.67,Insuffisant,175.3,122.7,3306.0,2504.0,802.0
SF01-PS-PS03-SECACI-0P7301,183499.0,290.0,Mécanique,Inspection,16,29.1,,observée,29.1,6.6,6,4,0.27,Insuffisant,29.1,20.4,8744.0,7106.0,1638.0
SF01-PS-PS03-SECACI-0P7301,183500.0,290.0,Mécanique,Inspection,16,28.1,,observée,28.1,7.2,6,4,0.27,Insuffisant,28.1,19.7,9055.0,7359.0,1696.0
SF01-PS-PS03-SECACI-0P7301,183501.0,350.0,Mécanique,Graissage,60,7.1,,observée,7.1,1.5,6,6,0.1,Adéquat,7.1,7.1,16381.0,16381.0,0.0
SF01-PS-PS03-SECACI-0P7301,183502.0,290.0,Mécanique,Inspection,60,7.1,,observée,7.1,2.0,6,5,0.08,Adéquat,7.1,7.1,14092.0,14092.0,0.0
SF01-PS-PS03-SECACI-0P7301-GMOT-0MOTEUR,211019.0,360.0,Électrique,Systématique,3,198.0,,observée,198.0,166.0,4,1,0.5,Insuffisant,198.0,138.6,2229.0,1719.0,510.0
SF01-PS-PS03-SECACI-0P7301-GMOT-0MOTEUR,211373.0,360.0,Électrique,Systématique,6,97.4,,observée,97.4,48.1,4,2,0.4,Insuffisant,97.4,68.2,3697.0,2898.0,799.0
SF01-PS-PS03-SECACI-0P7301-GMOT-0MOTEUR,213307.0,360.0,Électrique,Systématique,4,88.0,,observée,88.0,4.2,4,1,0.33,Insuffisant,88.0,61.6,3445.0,2745.0,700.0
SF01-PS-PS03-SECACI-0P7301-GMOT-0MOTEUR,384323.0,310.0,Électrique,Inspection,3,28.0,,observée,28.0,0.0,4,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-SECACI-0P7301-GMOT-DEPARTM,211089.0,360.0,Électrique,Systématique,3,198.0,,observée,198.0,166.0,0,0,0.0,Adéquat,198.0,198.0,177.0,177.0,0.0
SF01-PS-PS03-SECACI-0P7302,183510.0,290.0,Mécanique,Inspection,4,175.3,,observée,175.3,3.8,1,1,0.33,Insuffisant,175.3,122.7,1730.0,1378.0,351.0
SF01-PS-PS03-SECACI-0P7302,183511.0,350.0,Mécanique,Graissage,4,175.3,,observée,175.3,6.6,1,1,0.33,Insuffisant,175.3,122.7,1730.0,1378.0,351.0
SF01-PS-PS03-SECACI-0P7302,183513.0,290.0,Mécanique,Inspection,16,28.4,,observée,28.4,6.0,1,1,0.07,Adéquat,28.4,28.4,3237.0,3237.0,0.0
SF01-PS-PS03-SECACI-0P7302,183514.0,290.0,Mécanique,Inspection,16,28.1,,observée,28.1,7.0,1,1,0.07,Adéquat,28.1,28.1,3271.0,3271.0,0.0
SF01-PS-PS03-SECACI-0P7302,183515.0,350.0,Mécanique,Graissage,60,7.1,,observée,7.1,2.0,1,1,0.02,Adéquat,7.1,7.1,7225.0,7225.0,0.0
SF01-PS-PS03-SECACI-0P7302,183516.0,290.0,Mécanique,Inspection,60,7.1,,observée,7.1,1.8,1,1,0.02,Adéquat,7.1,7.1,7225.0,7225.0,0.0
SF01-PS-PS03-SECACI-0P7302-GMOT-0MOTEUR,211340.0,360.0,Électrique,Systématique,3,198.0,,observée,198.0,166.0,3,1,0.5,Insuffisant,198.0,138.6,2229.0,1719.0,510.0
SF01-PS-PS03-SECACI-0P7302-GMOT-0MOTEUR,384301.0,310.0,Électrique,Inspection,3,30.5,,observée,30.5,2.5,3,0,0.0,Adéquat,30.5,30.5,1149.0,1149.0,0.0
SF01-PS-PS03-SECACI-0P7302-GMOT-DEPARTM,211191.0,360.0,Électrique,Systématique,3,198.0,,observée,198.0,166.0,0,0,0.0,Adéquat,198.0,198.0,177.0,177.0,0.0
SF01-PS-PS03-SECACI-0P7303,183521.0,290.0,Mécanique,Inspection,16,28.2,,observée,28.2,6.7,4,4,0.27,Insuffisant,28.2,19.7,9023.0,7333.0,1690.0
SF01-PS-PS03-SECACI-0P7303,183522.0,350.0,Mécanique,Graissage,29,15.0,,observée,15.0,0.0,4,4,0.14,Adéquat,15.0,15.0,9920.0,9920.0,0.0
SF01-PS-PS03-SECACI-0P7303,183523.0,290.0,Mécanique,Inspection,15,29.7,,observée,29.7,1.0,4,4,0.29,Insuffisant,29.7,20.8,9114.0,7353.0,1761.0
SF01-PS-PS03-SECACI-0P7303-GMOT-0MOTEUR,211341.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,2,1,0.5,Insuffisant,182.0,127.4,2425.0,1870.0,555.0
SF01-PS-PS03-SECACI-0P7303-GMOT-0MOTEUR,384302.0,310.0,Électrique,Inspection,3,30.5,,observée,30.5,2.5,2,0,0.0,Adéquat,30.5,30.5,1149.0,1149.0,0.0
SF01-PS-PS03-SECACI-0P7303-GMOT-DEPARTM,211192.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-PS-PS03-SECACI-0P7304,183531.0,290.0,Mécanique,Inspection,4,175.3,,observée,175.3,3.8,25,2,0.67,Insuffisant,175.3,122.7,3306.0,2504.0,802.0
SF01-PS-PS03-SECACI-0P7304,183532.0,350.0,Mécanique,Graissage,4,175.3,,observée,175.3,6.6,25,2,0.67,Insuffisant,175.3,122.7,3306.0,2504.0,802.0
SF01-PS-PS03-SECACI-0P7304,183534.0,290.0,Mécanique,Inspection,16,28.9,,observée,28.9,8.1,25,7,0.47,Insuffisant,28.9,20.2,14428.0,11172.0,3256.0
SF01-PS-PS03-SECACI-0P7304,183535.0,290.0,Mécanique,Inspection,16,28.3,,observée,28.3,6.5,25,6,0.4,Insuffisant,28.3,19.8,12724.0,9973.0,2751.0
SF01-PS-PS03-SECACI-0P7304,183536.0,350.0,Mécanique,Graissage,60,7.1,,observée,7.1,1.8,25,7,0.12,Adéquat,7.1,7.1,18670.0,18670.0,0.0
SF01-PS-PS03-SECACI-0P7304,183537.0,290.0,Mécanique,Inspection,60,7.1,,observée,7.1,1.1,25,8,0.14,Adéquat,7.1,7.1,20959.0,20959.0,0.0
SF01-PS-PS03-SECACI-0P7304-GMOT-0MOTEUR,211020.0,360.0,Électrique,Systématique,3,198.0,,observée,198.0,166.0,2,1,0.5,Insuffisant,198.0,138.6,2229.0,1719.0,510.0
SF01-PS-PS03-SECACI-0P7304-GMOT-0MOTEUR,211374.0,360.0,Électrique,Systématique,6,97.4,,observée,97.4,48.1,2,2,0.4,Insuffisant,97.4,68.2,3697.0,2898.0,799.0
SF01-PS-PS03-SECACI-0P7304-GMOT-0MOTEUR,213308.0,360.0,Électrique,Systématique,4,88.0,,observée,88.0,4.2,2,1,0.33,Insuffisant,88.0,61.6,3445.0,2745.0,700.0
SF01-PS-PS03-SECACI-0P7304-GMOT-DEPARTM,211090.0,360.0,Électrique,Systématique,3,198.0,,observée,198.0,166.0,1,1,0.5,Insuffisant,198.0,138.6,2229.0,1719.0,510.0
SF01-PS-PS03-SECACI-0P7304-GMOT-DEPARTM,211224.0,360.0,Électrique,Systématique,3,198.0,,observée,198.0,166.0,1,1,0.5,Insuffisant,198.0,138.6,2229.0,1719.0,510.0
SF01-PS-PS03-SECACI-ACIHRS,183616.0,290.0,Mécanique,Inspection,16,28.3,,observée,28.3,6.2,8,3,0.2,Insuffisant,28.3,19.8,6981.0,5871.0,1110.0
SF01-PS-PS03-SECACI-ACIREN,183617.0,290.0,Mécanique,Inspection,16,28.4,,observée,28.4,6.0,2,0,0.0,Adéquat,28.4,28.4,1234.0,1234.0,0.0
SF01-PS-PS03-SECACI-CIRHRS,183618.0,290.0,Mécanique,Inspection,16,28.5,,observée,28.5,5.7,2,0,0.0,Adéquat,28.5,28.5,1230.0,1230.0,0.0
SF01-PS-PS03-SECACI-CIRREN,183619.0,290.0,Mécanique,Inspection,16,28.5,,observée,28.5,5.5,0,0,0.0,Adéquat,28.5,28.5,1230.0,1230.0,0.0
SF01-PS-PS03-SECACI-COMMUN,183620.0,290.0,Mécanique,Inspection,15,29.9,,observée,29.9,1.0,2,2,0.14,Adéquat,29.9,29.9,4977.0,4977.0,0.0
SF01-PS-PS03-SECACI-P7306A,183621.0,290.0,Mécanique,Inspection,16,28.7,,observée,28.7,5.0,9,2,0.13,Adéquat,28.7,28.7,4902.0,4902.0,0.0
SF01-PS-PS03-SECACI-P7306A,183622.0,350.0,Mécanique,Graissage,29,14.8,,observée,14.8,1.0,9,3,0.11,Adéquat,14.8,14.8,8407.0,8407.0,0.0
SF01-PS-PS03-SECACI-P7306A,183623.0,290.0,Mécanique,Inspection,15,29.9,,observée,29.9,0.5,9,3,0.21,Insuffisant,29.9,20.9,6879.0,5751.0,1128.0
SF01-PS-PS03-SECACI-P7306A-GMOT-0MOTEUR,384303.0,310.0,Électrique,Inspection,3,28.0,,observée,28.0,0.0,1,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-SECACI-P7306A-GMOT-DEPARTM,211195.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,1,1,0.5,Insuffisant,182.0,127.4,2425.0,1870.0,555.0
SF01-PS-PS03-SECACI-P7306B,183624.0,290.0,Mécanique,Inspection,16,28.7,,observée,28.7,8.9,4,2,0.13,Adéquat,28.7,28.7,4902.0,4902.0,0.0
SF01-PS-PS03-SECACI-P7306B,183625.0,350.0,Mécanique,Graissage,30,14.5,,observée,14.5,2.6,4,4,0.14,Adéquat,14.5,14.5,10263.0,10263.0,0.0
SF01-PS-PS03-SECACI-P7306B,183626.0,290.0,Mécanique,Inspection,15,29.9,,observée,29.9,1.0,4,3,0.21,Insuffisant,29.9,20.9,6879.0,5751.0,1128.0
SF01-PS-PS03-SECACI-P7306B-GMOT-0MOTEUR,211344.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,1,1,0.5,Insuffisant,182.0,127.4,2425.0,1870.0,555.0
SF01-PS-PS03-SECACI-P7306B-GMOT-0MOTEUR,384304.0,310.0,Électrique,Inspection,3,28.0,,observée,28.0,0.0,1,0,0.0,Adéquat,28.0,28.0,1252.0,1252.0,0.0
SF01-PS-PS03-SECACI-P7306B-GMOT-DEPARTM,211196.0,360.0,Électrique,Systématique,3,182.0,,observée,182.0,0.0,1,1,0.5,Insuffisant,182.0,127.4,2425.0,1870.0,555.0
SF01-PS-PS03-SECAIR-0C7301,183669.0,290.0,Mécanique,Inspection,15,29.8,,observée,29.8,1.7,11,5,0.36,Insuffisant,29.8,20.9,10992.0,8692.0,2301.0
SF01-PS-PS03-SECAIR-0C7301,183670.0,290.0,Mécanique,Inspection,16,28.8,,observée,28.8,8.6,11,5,0.33,Insuffisant,28.8,20.2,10528.0,8389.0,2139.0
